Search Term,Event count,
Steinbutt,26,
cordon,26,
salsiccia,26,
saucisse,26,
sogliola,26,
vitello,26,
Crevetten,25,
Kalb,25,
Umami,25,
cipollata,25,
filetto di manzo,25,
lard,25,
pizza,25,
schweine,25,
agnello,24,
branzino,24,
filet de boeuf,24,
gamberi,24,
mozzarella,24,
pollo,24,
poulpe,24,
scholle,24,
tartare,24,
Gnocchi,23,
bratwurst,23,
calamar,23,
canard,23,
dorsch,23,
gambero,23,
hackfleisch,23,
perche,23,
polipo,23,
poulet brust,23,
sauce,23,
Branzino,22,
Forelle,22,
Rindsfilet,22,
agneau,22,
apfelschwein,22,
appenzell,22,
calamari,22,
hackbraten,22,
käse,22,
lachsen,22,
poularde,22,
reh,22,
ricotta,22,
salmone,22,
tartar,22,
wienerli,22,
Crevette,21,
Veau,21,
algen,21,
gans,21,
jakobsmuschel,21,
kräuterlamm,21,
oliven,21,
pancetta,21,
rib eye,21,
saku,21,
18525,20,
30729,20,
61262,20,
Scampi,20,
astice,20,
caviale,20,
cocktail,20,
gänse,20,
miso,20,
pesce,20,
ragout,20,
Foie gras,19,
alghe,19,
anguille,19,
filet boeuf,19,
foie,19,
huitre,19,
huitres,19,
kalbskopf,19,
maispoularde,19,
moule,19,
omble,19,
pommes,19,
seppia,19,
tartufata,19,
20797,18,
61739,18,
Thunfisch,18,
antipasti,18,
bianchi,18,
calamares,18,
capuns,18,
chorizo,18,
entre,18,
entrecôte,18,
gambero rosso,18,
graved,18,
gänseleber,18,
hering,18,
languste,18,
lotte,18,
oona,18,
ossobuco,18,
poulet schenkel,18,
pulpo,18,
spanferkel,18,
tagliatelle,18,
blinis,17,
bäggli,17,
entenleber,17,
fleischvogel,17,
lostallo,17,
pasta,17,
pastete,17,
polenta,17,
prosciutto,17,
rombo,17,
salm sco,17,
sepia,17,
seppie,17,
steinpilz,17,
teig,17,
thon,17,
trüffelöl,17,
umami,17,
31342,16,
Alpstein,16,
Burger,16,
Trüffel ,16,
bacon,16,
bison,16,
cuisse,16,
jakobsmuscheln,16,
lieu noir,16,
manzo,16,
marrons,16,
salmfilet,16,
schweins,16,
schwertfisch,16,
shrimps,16,
steak,16,
tonno,16,
10025,15,
10040,15,
Lachsforelle,15,
Pesce spada,15,
Schinken,15,
Vongole,15,
aal,15,
caille,15,
colin,15,
fischstäbchen,15,
garnelen,15,
langouste,15,
perigord,15,
risotto,15,
salmone affumicato,15,
seelachs,15,
spätzli,15,
swiss salm,15,
yakitori,15,
11043,14,
21137,14,
Fisch,14,
Ravioli,14,
baccala,14,
carcasse,14,
cerf,14,
jakobs,14,
kobe,14,
meatballs,14,
mortadella,14,
moscardini,14,
ojo,14,
pesto,14,
pinsa,14,
pollo ,14,
riesencrevetten,14,
wakame,14,
wolf,14,
18619,13,
20324,13,
30024,13,
30130,13,
40109,13,
41077,13,
41610,13,
8/12,13,
Coqui,13,
Dorsch,13,
Forellen,13,
Heilbutt,13,
Sogliole,13,
Swiss Salm,13,
Vegan,13,
anatra,13,
bar,13,
bio,13,
bisque,13,
bottarga,13,
brochette,13,
crevetten ,13,
dumpling,13,
emi pou,13,
entenstopfleber,13,
filet saumon,13,
gillardeau,13,
haddock,13,
hamburger,13,
lachs geräuchert,13,
loup de mer,13,
maiale,13,
pangasius,13,
tartuf,13,
wasabi,13,
12499,12,
30281,12,
Algen,12,
Entrecote,12,
Gans,12,
Hackfleisch,12,
Kaviar ,12,
Truffe,12,
Truten,12,
auster,12,
bresaola,12,
brust,12,
bun,12,
chicken,12,
coquille,12,
escalope,12,
filet de flétan,12,
fond,12,
guanciale,12,
hack,12,
kalbs filet,12,
krustentiere,12,
maigre,12,
merluzzo,12,
mittelmeer,12,
nierstück,12,
nugget,12,
peretta sarda,12,
poisson,12,
rindfilet,12,
schulter,12,
shrimp,12,
soja,12,
taube,12,
tobiko,12,
yuzu,12,
35003,11,
40256,11,
41595,11,
Agneau,11,
Astice,11,
Coquilles,11,
Felchen,11,
Hirsch,11,
Huitre,11,
Jakobsmuscheln,11,
LACHS,11,
Polpo,11,
Rauchlachs ,11,
Risotto,11,
Skrei,11,
Tacchino,11,
Tagliatelle,11,
Terrine,11,
Thun,11,
Tofu,11,
brick,11,
filo,11,
funghi,11,
golden shrimps,11,
kalbsnierstück,11,
lachs frisch,11,
lobster,11,
pesce spada,11,
pilz,11,
porc,11,
poulet pac,11,
quorn,11,
reis,11,
ricciola,11,
rind filet,11,
rindshuft,11,
schnecken,11,
schweinsfilet,11,
seehecht,11,
sogliol,11,
spiessli,11,
st jacques,11,
tagliolini,11,
tintenfisch,11,
voressen,11,
wels,11,
20401,10,
30165,10,
35493,10,
40247,10,
Boeuf,10,
Chinoise,10,
Gyoza,10,
Kalbs,10,
Kaninchen,10,
Kobe,10,
Muschel,10,
Saumon,10,
Seeteufel,10,
Tatar,10,
alpen zander,10,
brüggli,10,
bur,10,
cervo,10,
chinoise,10,
crabes,10,
creve,10,
egli knusperli,10,
eglifilets,10,
eier,10,
espadon,10,
filetto di vitello,10,
flank,10,
flétan,10,
gamberoni,10,
graved lachs,10,
hokkaido,10,
kalbshuft,10,
lasagne,10,
meeresfrüchte,10,
meerrettich,10,
misto,10,
morcheln,10,
mousse de,10,
ossa,10,
panko,10,
parmesan,10,
perches,10,
pferd,10,
ribs,10,
rinderfilet,10,
rotbarsch,10,
rouget,10,
samosa,10,
sashimi,10,
spaghetti,10,
steinpilze,10,
tempura,10,
tilapia,10,
vorderschinken,10,
11346,9,
20566,9,
20860,9,
30359,9,
31044,9,
35510,9,
40904,9,
Canard,9,
Capuns,9,
Entrecôtes,9,
Filet,9,
Frischlachs,9,
Krabben,9,
Leber,9,
Pouletschenkel,9,
Rombo,9,
Salmfilet,9,
Sosa,9,
Tagliolini,9,
VITELLO,9,
backen,9,
blätterteig,9,
boiron,9,
brot,9,
bufala,9,
butter,9,
bällchen,9,
carciofi,9,
crab,9,
cuisse de poulet,9,
entensto,9,
filet de truite,9,
filetto manzo,9,
fischstäbli,9,
flammkuchen,9,
jambon cru,9,
jumbo,9,
kalbs bäggli,9,
kalbs nierstück,9,
karpfen,9,
krabbe,9,
lachs swiss,9,
langusten,9,
lardo,9,
luccioperca,9,
madam sum,9,
magret,9,
mais poulet,9,
mango,9,
mark,9,
orata,9,
pastrami,9,
perlen,9,
pulled,9,
quaglia,9,
rack d'agnello,9,
rag agn,9,
rauch,9,
rinds ,9,
roastbeef,9,
satay,9,
saumon ,9,
saumon fu,9,
schlössli,9,
secreto,9,
supreme,9,
tiger,9,
tomahawk,9,
truff,9,
trutenbrust,9,
truthahn,9,
vegi,9,
volailles,9,
wachteln,9,
wild,9,
zunge,9,
10041,8,
10272,8,
11310,8,
18528,8,
30477,8,
30564,8,
30771,8,
31297,8,
35240,8,
41612,8,
Carpaccio,8,
Gambero rosso,8,
Kalbsfilet,8,
Lachs ,8,
Ostriche,8,
Pangasius,8,
Perlen,8,
Perlhuhn,8,
Pilze,8,
Rouget,8,
Salmone,8,
Thurgovien,8,
bouchot,8,
boulette,8,
braten,8,
brochet,8,
buns,8,
champignon,8,
cheval,8,
chipo,8,
cochon de lait,8,
coques,8,
cuisse poulet,8,
dorade rose,8,
dry aged,8,
egli ,8,
entrecot,8,
falafel,8,
filet dorade,8,
fischli,8,
fleisch,8,
fuentes,8,
gamber,8,
gemüse,8,
gulasch,8,
gänse leber,8,
hals,8,
haxe,8,
haxen,8,
hirschkalb,8,
jacques,8,
kagoshima,8,
kalbsknochen,8,
krabben,8,
krebse,8,
lamm ,8,
lieu jaune,8,
makrelen,8,
miesmuscheln,8,
mozza,8,
olive,8,
olivenöl,8,
ombles,8,
onglet,8,
os,8,
pigeon,8,
pintade,8,
poitrine poulet,8,
quiche,8,
rauch lachs,8,
ribelmais,8,
rinds gesch,8,
saint jacques,8,
salmon,8,
salsiz,8,
sardine,8,
saucisson,8,
schweins filet,8,
tagli,8,
tartu,8,
tartufo nero,8,
trota,8,
truite fumé,8,
wildschwein,8,
zanderfilet,8,
11674,7,
20587,7,
20788,7,
20935,7,
21110,7,
30120,7,
31341,7,
31347,7,
40789,7,
41602,7,
41779,7,
Austern ,7,
Blini,7,
Caviar,7,
Cordon bleu,7,
Cozze,7,
Crevettes ,7,
Forellenfilet,7,
Garnelen,7,
Gillardeau,7,
Gänseleber,7,
HOMARD,7,
Jus,7,
Luccioperca,7,
Nuggets,7,
Pinsa,7,
Rib eye,7,
Saku,7,
Sandre,7,
Schnitzel,7,
Schwertfisch,7,
Turbot,7,
Turgoviese,7,
Wels,7,
algue,7,
anchois,7,
bierteig,7,
black,7,
bündner,7,
calamare,7,
car,7,
chapon,7,
choice,7,
cinghiale,7,
citron,7,
coquelet,7,
corail,7,
crabe,7,
crevett,7,
cuisse canard,7,
dentice,7,
eglifilet,7,
féra,7,
gambas,7,
garnele,7,
glutenfrei,7,
goldbrasse,7,
gras,7,
haut de cuisse,7,
herzmuschel,7,
hohrücken,7,
hotate,7,
ingwer,7,
jambon blanc,7,
jambon dinde,7,
joue de boeuf,7,
kalbs leber,7,
katsu,7,
knoblauch,7,
knusper,7,
kroep,7,
kürbis,7,
lachs ,7,
lamm haxen,7,
longe,7,
macinato,7,
makrel,7,
mist,7,
moules ,7,
mozz,7,
nanimale,7,
nudeln,7,
oktopus,7,
osso,7,
patate,7,
pate,7,
perle,7,
piccata,7,
poi pou,7,
poulet oberschenkel,7,
preisliste,7,
ragoût,7,
rind ,7,
rind schulter,7,
rindsragout,7,
rognon,7,
rotzunge,7,
sal,7,
salm ,7,
salmerino,7,
saltim,7,
sardellen,7,
schulterspitz,7,
seeigel,7,
spare,7,
steinb,7,
stick,7,
stracciatella,7,
suppen,7,
t bone,7,
tafelspitz,7,
tortilla,7,
truffel,7,
trut,7,
udon,7,
unterspälte,7,
volaille,7,
wan tan,7,
10023,6,
10303,6,
10765,6,
11450,6,
12031,6,
18508,6,
20497,6,
20581,6,
21/25,6,
21101,6,
25106,6,
30615,6,
30722,6,
31340,6,
35005,6,
40277,6,
40402,6,
40433,6,
40465,6,
40469,6,
40775,6,
41381,6,
41399,6,
41982,6,
42512,6,
42585,6,
63533,6,
63536,6,
Antipasti,6,
Apfelschwein,6,
Burrate,6,
Caviale,6,
Caviar ,6,
Cervo,6,
Cordon,6,
De ligne,6,
Egli,6,
Enten,6,
Fish,6,
Fleischkäse,6,
Geräucherte Entenbrust,6,
Golden,6,
Hackbraten,6,
Jakobsmuschel,6,
Kalbsnuss,6,
Kroe,6,
Loup,6,
Meatballs,6,
ORATA,6,
Oeuf,6,
Orata,6,
Pastete,6,
Pigeon,6,
Poitrine de porc,6,
RAUCHLACHS,6,
Rauch,6,
Rib Eye,6,
Rind filet,6,
Rinderfilet,6,
Siedfleisch,6,
Spanferkel,6,
Tonno,6,
Vongole ,6,
Wachtel,6,
acciughe,6,
aileron,6,
alpenzander,6,
appenzeller,6,
arancini,6,
balsamico,6,
barsch,6,
baudroie ,6,
black tiger 4/6,6,
black tiger 8/12,6,
black tiger ohne kopf,6,
boeuf côte,6,
buratta,6,
burr,6,
burra,6,
bündnerfleisch,6,
cabillaud royal,6,
calamars,6,
carré de veau,6,
cernia,6,
cervelat,6,
cheddar,6,
cipo,6,
cod,6,
coquile,6,
cou de veau,6,
cou porc,6,
crevette ,6,
crevette cocktail,6,
côte,6,
dim sum,6,
dinde pac,6,
dos de cabillaud,6,
dos lieu,6,
entenschenkel,6,
escalope saumon,6,
escargot,6,
filet de bar,6,
filet de perche,6,
filets,6,
filetto di cervo,6,
filetto di trota salmonata,6,
fjordforelle,6,
fleischvögel,6,
flusskrebs,6,
flügeli,6,
frites,6,
geflügel,6,
gnocc,6,
gold,6,
gorgonzola,6,
grana,6,
hokaido,6,
jacobs,6,
jus ,6,
kalbs schulter,6,
kalbsleber,6,
kalbsschulter,6,
karkassen,6,
king,6,
king crab,6,
kopf,6,
kotelett,6,
krebs,6,
krustentier,6,
lachsrogen,6,
lardon,6,
mahi mahi,6,
maki,6,
milken,6,
morue,6,
noix,6,
nori,6,
octopus,6,
ojo de agua,6,
omble ,6,
ostriche ,6,
palourde,6,
parisienne,6,
pasta fresca,6,
pasteten,6,
pecorino,6,
persico,6,
pfeffer,6,
pilze,6,
poulet cordon,6,
poulet flügeli,6,
poulet gesch,6,
poulet paniert,6,
poulet schnitzel,6,
pouletgeschnetzeltes,6,
pâte,6,
rana pescatrice,6,
rauchlachs geschnitten,6,
rinds entrecote,6,
rindsfilet ,6,
rippli,6,
ris,6,
rospo,6,
rosso,6,
safran,6,
salz,6,
sardelle,6,
saucisse de veau,6,
saucisse fumé,6,
schole,6,
schollen,6,
schweinefilet,6,
seehasen,6,
seiche,6,
serrano,6,
siedfleisch,6,
strudel,6,
stör,6,
suprême,6,
swiss wagyu,6,
swisslachs,6,
tacchino,6,
terrine ,6,
toma,6,
tortel,6,
tourteau,6,
wiener,6,
wilde,6,
wonton,6,
écrevisse,6,
 Rindsbacken,5,
10002,5,
10042,5,
10125,5,
10218,5,
10460,5,
10623,5,
10933,5,
11157,5,
11416,5,
11495,5,
11841,5,
12553,5,
18789,5,
20378,5,
20513,5,
20595,5,
20706,5,
20787,5,
20964,5,
21098,5,
2140,5,
30253,5,
30283,5,
30594,5,
30619,5,
30811,5,
30815,5,
31167,5,
31307,5,
31348,5,
35009,5,
35158,5,
35300,5,
40346,5,
40417,5,
40432,5,
40767,5,
41008,5,
41157,5,
41307,5,
41535,5,
41920,5,
41994,5,
42201,5,
42374,5,
63308,5,
63541,5,
Aal,5,
Alpenzander,5,
Black tiger,5,
Boeuf ,5,
Büffel,5,
Champignons ,5,
Colin,5,
Crevetten 8/12,5,
Entenleber,5,
Entrecôte,5,
Filet de b,5,
Foie,5,
Hecht,5,
Kabeljau ,5,
Kalbfleisch,5,
Kalbs haxe,5,
Kalbshuft,5,
Knusperli,5,
Krabben ,5,
Mais,5,
Maispoularde,5,
Miesmuscheln,5,
Mortadella,5,
Mozzarella,5,
Noix,5,
Ostriche ,5,
Perche,5,
Perlhü,5,
Pesce,5,
Poulpe,5,
Ragout,5,
Reh,5,
Riesencrevetten ,5,
Rind schulter,5,
Rinds,5,
Rinds filet,5,
Rindstatar,5,
Salami,5,
Sardinen,5,
Sartellen,5,
Seete,5,
Sole,5,
Sushi,5,
TOFU,5,
Tartare,5,
Tartuf,5,
Thon,5,
Trockenfleisch,5,
Truthahn,5,
WAG,5,
aile,5,
aile poulet,5,
angus,5,
anti,5,
aufschnitt,5,
bachsaibling,5,
balik,5,
boeuf ,5,
boeuf Ent,5,
bratspeck,5,
bresse,5,
brisket,5,
brät,5,
burratina,5,
burro,5,
calamaretti,5,
canette,5,
capesante,5,
caprino,5,
carapa,5,
chocolates ,5,
coeur saumon,5,
coniglio,5,
cornflakes,5,
cou de porc,5,
creme,5,
curry,5,
côte de veau,5,
dinde poitrine,5,
egliknusperli,5,
ei,5,
emi boe,5,
empanadas,5,
fasan,5,
fegato,5,
fegato grasso,5,
filetto,5,
fische,5,
fischgräten,5,
fischknusperli,5,
flank steak,5,
flat iron,5,
foie de veau,5,
foie gras ,5,
fois gras,5,
forelle geräuchert,5,
frischlachs,5,
frutti di mare,5,
frühlings,5,
frühlingsrolle,5,
gamberi ,5,
golden,5,
grav,5,
hahn,5,
hase,5,
jambon ,5,
jarret,5,
joue,5,
kabeljau ,5,
kaisergranat,5,
kalb brust,5,
kalbs ,5,
kalbs knochen,5,
kalbsjus,5,
kalbsnuss,5,
kalbsschnitzel,5,
kingfisch,5,
knödel,5,
krevetten,5,
langoust,5,
langoustines,5,
lapin,5,
lard ,5,
limone,5,
magatello,5,
maialino,5,
mascarpone,5,
meatball,5,
mies,5,
mignon veau,5,
mistchratzerli,5,
musc,5,
nero di seppia ,5,
oberschenkel,5,
oeuf,5,
oeufs,5,
oscietra,5,
oursin,5,
panier,5,
pané,5,
pata negra,5,
patagonien,5,
pelati,5,
perche ,5,
poitrine dinde,5,
polp,5,
poule,5,
poulet kebab,5,
pouletbrust ,5,
poulets,5,
pro espuma,5,
pumpernickel,5,
racks,5,
raclette,5,
rag,5,
rag pou,5,
ragout de veau,5,
ramen,5,
rehrücken,5,
rib,5,
ribeye,5,
rinds huft,5,
rinds ragout,5,
ris de veau,5,
rognon veau,5,
rollmops,5,
saiblings,5,
sarde,5,
saucisse veau,5,
saumon fumée,5,
schlemmer,5,
schoko,5,
seafood,5,
sol,5,
spalla di manzo,5,
spech,5,
speck ,5,
speckwürfel,5,
spigola,5,
st.,5,
st. jacques,5,
steak haché,5,
steinbu,5,
stopfleber,5,
sébaste,5,
tart,5,
tarte,5,
teigblätter,5,
terrina,5,
tinte,5,
torpedo,5,
tristan,5,
trota salmonata,5,
trote,5,
truf,5,
truffle,5,
truite ,5,
trutenschinken,5,
trüffel öl,5,
vegetarisch,5,
vinaigre,5,
wolfs,5,
zafferano,5,
zander knusperli,5,
zitrone,5,
zitronen,5,
 bremgartner,4,
10005,4,
10011,4,
10013,4,
10029,4,
10045,4,
10101,4,
10145,4,
10575,4,
10643,4,
10662,4,
10707,4,
11120,4,
11269,4,
11354,4,
11538,4,
11540,4,
11721,4,
11733,4,
12076,4,
12317,4,
12533,4,
20306,4,
20312,4,
20443,4,
20623,4,
20882,4,
20887,4,
25077,4,
30039,4,
30264,4,
30354,4,
30447,4,
30480,4,
30747,4,
30770,4,
31293,4,
35412,4,
35448,4,
37191,4,
40045,4,
40187,4,
40248,4,
40254,4,
40257,4,
40305,4,
40347,4,
40478,4,
40481,4,
40596,4,
40832,4,
40838,4,
41201,4,
41327,4,
41498,4,
41661,4,
41703,4,
41724,4,
41898,4,
42145,4,
42284,4,
42355,4,
42407,4,
42592,4,
42639,4,
42717,4,
60298,4,
60405,4,
61415,4,
62160,4,
62319,4,
62501,4,
62528,4,
62535,4,
62852,4,
63272,4,
63383,4,
63535,4,
Apero,4,
BURGER,4,
Beurre,4,
Bison,4,
Black Tiger,4,
Black Tiger ,4,
Blinis,4,
Brisket,4,
Bufala,4,
Buns,4,
Burger ,4,
Butter,4,
Cabillau,4,
Carpacci,4,
Chorizo,4,
Empanadas,4,
Ente ,4,
Fegato,4,
Fegato grasso,4,
Fett,4,
Filetto manzo,4,
Flunder,4,
Foie Gras,4,
Forell,4,
Gambero ,4,
Grattugiato,4,
Guancia ,4,
Halal,4,
Hals,4,
Hering,4,
Homard,4,
Huîtres ,4,
Iberico,4,
Jackobsmuscheln,4,
Job,4,
Joue ,4,
Kabe,4,
Kalbsknochen,4,
Kalbskot,4,
Kalbsschnitzel,4,
Knochen,4,
Krevetten,4,
Kürbis,4,
L 1,4,
Lach,4,
Lachs Steak,4,
Lachsfilet,4,
Lammhaxe,4,
Lebend,4,
Lombo vitello,4,
Maiale,4,
Marroni,4,
Morcheln,4,
Moule,4,
Os,4,
Palette,4,
Panier,4,
Paraguay,4,
Pasteten,4,
Pecorino grattugiato ,4,
Pollo,4,
Poulet ganz,4,
Pouletschnitzel,4,
Pouletsteak,4,
Pulpo,4,
Rauchlachs geschnitten,4,
Ribeye,4,
Rindsentrecote,4,
Rindsfilet ,4,
Rindshuft,4,
Rindsschulter,4,
Ris de veau,4,
SOGLIOLA,4,
Saibling ,4,
Saint jacque,4,
Salmon,4,
Sashimi,4,
Saum fumé,4,
Schale,4,
Schnecken,4,
Schwein,4,
Schweinsfilet,4,
Secreto,4,
Seehecht,4,
Seitan,4,
Sogliola,4,
Sol,4,
Spagh,4,
Supreme,4,
Swiss,4,
Tartar,4,
Teigwaren,4,
Tempura,4,
Thu,4,
Tobiko,4,
Tomahawk,4,
Trüffelöl,4,
Turbo,4,
Turbot (Steinbutt) ganz ,4,
Us ,4,
Wakame,4,
Wildschwein,4,
alpen,4,
alpstein poulet,4,
artichok,4,
artischocken,4,
arê,4,
austern ,4,
bacalhau,4,
balls,4,
bavette,4,
beinschinken,4,
belper,4,
beluga,4,
bio lachs,4,
black tiger ,4,
blini,4,
boe poi,4,
boeuf cot,4,
boeuf cote,4,
boeuf haché,4,
bolet,4,
bordelaise,4,
bordo,4,
bruderhahn,4,
butt,4,
büffel,4,
cabillaud ,4,
calama,4,
cappesante,4,
carabineros,4,
carapace,4,
carcas,4,
champignon ,4,
chicken ,4,
chori,4,
cipolatta,4,
cochon,4,
code di astice,4,
colin pané,4,
coquelets,4,
coquilles ,4,
cordon bleu porc,4,
crème,4,
crépine,4,
cuisse de canard,4,
cuisse pou,4,
cumberland,4,
dry age,4,
dumplings,4,
encre seiche,4,
ent agn,4,
ent vea,4,
entenstopf,4,
epa agn,4,
eräucherter lachs,4,
escalope dinde,4,
essig,4,
esturgeon,4,
fegato di vitello,4,
felchen ,4,
felchenfilet,4,
feuilles,4,
fil san,4,
filet de veau,4,
filet poisson frais,4,
filet royal,4,
filet royal cab,4,
filet veau,4,
fisch knusperli,4,
fish knusperli,4,
flam,4,
flamm,4,
fruit de mer,4,
frühlingsrollen,4,
gamberi 8/12,4,
gastro,4,
geflügelleber,4,
geräuchert,4,
geschnetzeltes,4,
gitzi,4,
glace,4,
grison,4,
gyo,4,
gänsestopf,4,
gänsestopfleber,4,
hamachi,4,
hechtfilet,4,
hinterschinken,4,
hirschrücken,4,
hot dog,4,
huft,4,
huhn,4,
huile,4,
hummus,4,
in lake,4,
innenfilets,4,
involtini,4,
isomalt,4,
jacob,4,
jako,4,
jakob,4,
jambon tranché,4,
jarret porc,4,
joue de porc,4,
kab,4,
kalb filet,4,
kalbs huft,4,
kalbsbraten,4,
kalbsbäggli,4,
kalbseckstück,4,
kalbshaxe,4,
kalbsrücken,4,
kartoffeln,4,
knolle,4,
kombu,4,
kopfbäggli,4,
krone,4,
lachskaviar,4,
laffe,4,
lamm haxe,4,
lammhaxe,4,
lammnierstück,4,
lammracks,4,
lammragout,4,
lebend,4,
luya,4,
mada,4,
magatello di vitello,4,
maispoulet,4,
maldon,4,
matjes,4,
meersefrüchte,4,
merguez,4,
miesmuschel,4,
mousse canard,4,
moz,4,
naan,4,
nigiri,4,
noce di vitello,4,
noix de veau,4,
noix gras,4,
oeuf our,4,
oeuf truite,4,
ojo ,4,
olio oliva,4,
omble chevalier,4,
osso bucco,4,
pael,4,
palette,4,
parme,4,
parrot,4,
paupiett,4,
perc,4,
petersfisch,4,
petto anatra,4,
pied,4,
pied de porc,4,
pita,4,
pizokel,4,
plant,4,
poi dinde,4,
poisson pane,4,
poitrine de poulet,4,
poitrine porc,4,
pojarski,4,
pomme,4,
porcini,4,
poulet filet,4,
poulet forestier,4,
poulet schenk,4,
poulet spiess,4,
poulet unterschenkel ,4,
quagli,4,
quenelle,4,
rack,4,
rag boeuf,4,
raviol,4,
regenbogenforelle,4,
rind bäggli,4,
roggen,4,
rollschinkli,4,
rouleau,4,
runder mocken,4,
rückenfilet,4,
saibling ,4,
saint jaques,4,
saitan,4,
sakura,4,
salam,4,
salm geräuchert,4,
salsa,4,
salzwasserfisch,4,
saumon suisse,4,
saumoné,4,
schnitzel poulet,4,
schokolade,4,
schweine nierstück,4,
schweinebauch,4,
schweinshals,4,
schweinshaxe,4,
schweinsnierstück,4,
schweinsschnitzel,4,
scorfano,4,
senf,4,
skrei ,4,
snow crab,4,
spare ribs,4,
speckwürfeli,4,
spätzle,4,
steak cuisse,4,
sup pin,4,
supreme poulet,4,
suprême de poulet,4,
suprême poulet,4,
swiss ,4,
swiss salmon,4,
sériole,4,
tail on,4,
taleggio,4,
tapioka,4,
tarama,4,
tartufi,4,
taschenkrebs,4,
terrinen,4,
thon ,4,
toast,4,
tomaten,4,
tortelli,4,
tortellini,4,
trauben,4,
travers,4,
triglie,4,
truite ent,4,
truite fumée,4,
truthan,4,
trüffel ,4,
trüffel butter,4,
trüffel frisch,4,
trüffelbutter,4,
trüffelpaste,4,
uova,4,
valperca,4,
veg,4,
veganes,4,
vegetable,4,
vegetar,4,
vienne,4,
vongole ,4,
wachtel ,4,
wachteleier,4,
wagyu ,4,
wings,4,
won ton,4,
yakito,4,
zander ,4,
zanderknusperli,4,
ziegen,4,
Épaule ,4,
 SCHWEIN NIERSTÜCK,3,
 shrimps,3,
10015,3,
10038,3,
10054,3,
10215,3,
10304,3,
10363,3,
10449,3,
10644,3,
10646,3,
10690,3,
10726,3,
10745,3,
10764,3,
10796,3,
10853,3,
11030,3,
11243,3,
11347,3,
11445,3,
11543,3,
11688,3,
11698,3,
11702,3,
11736,3,
11748,3,
11852,3,
12013,3,
12015,3,
12371,3,
12374,3,
12395,3,
16/20,3,
18501,3,
18534,3,
18548,3,
18713,3,
18779,3,
20058,3,
20073,3,
20074,3,
20108,3,
20128,3,
20129,3,
20163,3,
20305,3,
20307,3,
20314,3,
20333,3,
20356,3,
20379,3,
20399,3,
20402,3,
20447,3,
20507,3,
20516,3,
20565,3,
20690,3,
20711,3,
20781,3,
20973,3,
21008,3,
21042,3,
21116,3,
21132,3,
25198,3,
30035,3,
30073,3,
30100,3,
30192,3,
30210,3,
30612,3,
30725,3,
30903,3,
30937,3,
30960,3,
30988,3,
31200,3,
31211,3,
31290,3,
31352,3,
35020,3,
35024,3,
35378,3,
35430,3,
40225,3,
40242,3,
40348,3,
40363,3,
40421,3,
40438,3,
40452,3,
40464,3,
40500,3,
40517,3,
40545,3,
40778,3,
41078,3,
41154,3,
41189,3,
41326,3,
41376,3,
41442,3,
41449,3,
41495,3,
41534,3,
